user_id,avg_rating,avg_noised_rating,rating_count,rating_variance,noised_count,noised_variance
6701,4.0,3.2,[0 0 2 1 2],0.8,[1 0 1 3 0],1.36
6724,3.3,3.5,[0 2 4 5 0],0.56,[1 2 2 3 3],1.7
6736,5.0,3.4,[0 0 0 0 9],0.0,[1 0 3 4 1],1.14
6766,3.6,3.7,[0 1 5 4 2],0.74,[0 1 4 5 2],0.72
6785,4.1,3.5,[ 0  0  2 11  4],0.34,[0 3 5 7 2],0.84
6796,4.5,4.5,[0 0 0 1 1],0.25,[0 0 0 1 1],0.25
6797,4.2,3.2,[0 0 0 5 1],0.14,[0 1 3 2 0],0.47
6799,4.3,4.3,[0 0 0 2 1],0.22,[0 0 0 2 1],0.22
6815,3.2,3.0,[0 2 6 3 1],0.69,[3 3 1 1 4],2.67
6817,3.3,4.1,[1 0 3 2 1],1.35,[0 0 2 2 3],0.69
6841,3.2,3.5,[1 3 1 3 2],1.76,[1 0 4 3 2],1.25
6842,2.5,2.5,[2 0 1 0 1],2.75,[2 0 0 2 0],2.25
6862,4.0,3.2,[0 0 0 5 0],0.0,[0 0 4 1 0],0.16
6878,4.6,4.1,[0 0 0 3 5],0.23,[0 1 0 4 3],0.86
6886,3.3,3.2,[0 1 3 1 1],0.89,[0 1 3 2 0],0.47
6890,3.0,3.5,[1 1 5 3 0],0.8,[0 2 2 5 1],0.85
6894,4.0,4.0,[0 0 1 0 1],1.0,[0 0 1 0 1],1.0
6950,5.0,1.0,[0 0 0 0 1],0.0,[1 0 0 0 0],0.0
6969,4.5,5.0,[0 0 0 1 1],0.25,[0 0 0 0 2],0.0
7034,3.2,3.5,[0 1 2 0 1],1.19,[0 1 1 1 1],1.25
7063,3.9,3.3,[0 1 6 9 5],0.69,[4 2 6 2 7],2.2
7070,3.3,3.7,[0 1 7 5 0],0.37,[1 1 1 8 2],1.14
7104,3.7,3.4,[0 0 3 3 1],0.49,[0 1 3 2 1],0.82
7116,3.1,3.5,[1 1 6 2 1],0.99,[2 0 3 2 4],2.07
7133,4.6,3.7,[0 0 1 3 8],0.41,[1 1 2 5 3],1.39
7134,3.5,3.7,[1 2 7 4 5],1.3,[1 0 8 4 6],1.14
7152,4.4,3.2,[0 0 0 3 2],0.24,[1 1 0 2 1],2.16
7167,3.7,4.3,[0 0 2 0 1],0.89,[0 0 1 0 2],0.89
7182,4.3,3.6,[0 0 1 3 3],0.49,[1 0 2 2 2],1.67
7284,4.5,3.6,[1 0 0 1 9],1.34,[1 2 1 3 4],1.87
7293,3.5,3.5,[1 1 2 1 3],2.0,[1 1 1 3 2],1.75
7302,4.0,3.7,[0 0 2 2 2],0.67,[0 1 1 3 1],0.89
7332,3.5,4.5,[0 0 1 1 0],0.25,[0 0 0 1 1],0.25
7363,4.0,3.5,[0 1 0 8 2],0.55,[0 2 3 4 2],0.98
7369,3.8,3.8,[0 1 1 0 2],1.69,[0 1 0 2 1],1.19
7383,5.0,3.2,[0 0 0 0 4],0.0,[0 0 3 1 0],0.19
7402,3.8,3.7,[0 1 3 2 3],1.06,[1 0 2 4 2],1.33
7459,5.0,3.6,[0 0 0 0 5],0.0,[1 0 1 1 2],2.24
7461,3.6,3.8,[0 0 2 3 0],0.24,[0 0 2 2 1],0.56
7497,3.6,3.4,[0 1 1 2 1],1.04,[1 0 2 0 2],2.24
7524,2.7,3.3,[1 0 1 1 0],1.56,[0 1 0 2 0],0.89
7544,3.2,2.8,[0 1 2 2 0],0.56,[0 1 4 0 0],0.16
7548,3.0,3.4,[0 0 5 0 0],0.0,[0 2 0 2 1],1.44
7576,3.9,3.5,[ 0  3  3 11  7],0.91,[1 4 6 8 5],1.25
7577,4.0,3.0,[0 0 0 2 0],0.0,[0 0 2 0 0],0.0
7580,3.2,3.0,[0 1 2 2 0],0.56,[1 1 0 3 0],1.6
7581,4.0,3.9,[1 0 1 3 4],1.56,[0 1 3 1 4],1.21
7594,3.8,3.6,[0 0 1 4 0],0.16,[0 1 0 4 0],0.64
7599,3.4,3.2,[ 0  2 10  7  1],0.53,[3 3 3 8 3],1.69
7601,3.8,3.6,[0 1 5 7 3],0.69,[1 2 4 5 4],1.37
7613,4.0,3.5,[0 0 1 2 1],0.5,[1 0 0 2 1],2.25
7620,3.5,3.4,[0 0 6 5 0],0.25,[1 2 2 4 2],1.5
7628,3.8,3.8,[0 0 8 5 4],0.65,[0 1 5 7 4],0.73
7634,3.8,3.5,[0 0 4 2 2],0.69,[0 1 3 3 1],0.75
7652,4.1,3.6,[0 1 1 1 4],1.27,[0 0 4 2 1],0.53
7683,3.7,3.3,[0 0 3 2 1],0.56,[1 0 2 2 1],1.56
7730,3.5,3.7,[0 2 7 7 2],0.69,[0 0 8 8 2],0.44
7745,4.3,4.1,[0 1 0 2 4],1.06,[0 1 0 3 3],0.98
7748,3.7,2.9,[0 1 5 4 3],0.83,[2 2 5 3 1],1.3
7766,3.8,3.4,[0 0 2 2 1],0.56,[0 0 3 2 0],0.24
7798,3.5,3.8,[0 1 0 3 0],0.75,[0 0 2 1 1],0.69
7807,3.8,4.0,[0 1 1 1 2],1.36,[1 0 0 1 3],2.4
7837,3.8,3.2,[0 0 2 3 1],0.47,[1 1 1 2 1],1.81
7846,3.4,3.6,[1 0 1 2 1],1.84,[0 2 0 1 2],1.84
7851,3.5,3.5,[1 0 1 3 1],1.58,[1 1 0 2 2],2.25
7877,3.7,3.9,[0 1 2 6 1],0.61,[1 0 2 3 4],1.49
7903,4.0,3.0,[0 1 0 0 2],2.0,[1 0 1 0 1],2.67
7904,2.8,2.8,[0 1 3 0 0],0.19,[1 1 1 0 1],2.19
7921,3.9,3.6,[0 0 6 6 5],0.64,[1 2 5 4 5],1.42
7927,4.0,3.8,[1 0 0 1 3],2.4,[0 0 2 2 1],0.56
7949,3.5,3.3,[1 0 6 4 2],1.02,[1 3 3 3 3],1.6
7963,3.5,3.5,[0 0 6 5 0],0.25,[0 3 2 3 3],1.34
7997,2.6,3.4,[0 3 1 1 0],0.64,[0 0 4 0 1],0.64
8002,4.2,4.0,[0 0 1 1 2],0.69,[0 0 1 2 1],0.5
8004,4.2,3.8,[0 0 0 3 1],0.19,[0 1 0 2 1],1.19
8012,3.8,4.1,[0 0 3 4 1],0.44,[0 0 3 1 4],0.86
8026,4.3,3.3,[0 0 2 2 5],0.67,[1 1 2 4 1],1.33
8055,3.5,3.3,[0 2 3 7 1],0.71,[1 1 5 5 1],0.98
8092,3.8,3.5,[1 0 6 5 5],1.12,[1 1 6 6 3],1.07
8095,4.5,3.7,[ 0  0  3  2 11],0.62,[1 2 3 5 5],1.46
8117,4.1,3.6,[0 0 3 2 4],0.77,[1 2 1 1 4],2.25
8118,3.9,4.0,[0 1 1 4 2],0.86,[0 1 2 1 4],1.25
8121,2.2,3.3,[12  4  7  6  0],1.42,[2 7 6 7 7],1.61
8135,4.3,4.0,[0 0 1 2 3],0.56,[1 0 0 2 3],2.0
8158,4.4,4.4,[ 0  1  1  4 10],0.75,[0 0 2 5 9],0.5
8167,3.8,3.5,[0 1 1 2 2],1.14,[1 1 0 2 2],2.25
8170,5.0,5.0,[0 0 0 0 1],0.0,[0 0 0 0 1],0.0
8174,2.7,2.7,[1 0 1 1 0],1.56,[1 0 1 1 0],1.56
8175,4.3,3.2,[0 0 3 0 6],0.89,[2 1 1 3 2],2.17
8191,4.0,4.5,[0 0 1 2 1],0.5,[0 0 1 0 3],0.75
8200,3.2,3.4,[ 0  2 16  6  1],0.42,[ 1  5  5 10  4],1.21
8207,3.5,3.5,[0 1 2 2 1],0.92,[2 0 0 1 3],3.25
8209,4.0,4.0,[0 0 1 1 1],0.67,[0 0 1 1 1],0.67
8212,3.8,3.5,[ 0  0 10 10  5],0.56,[2 3 6 9 5],1.37
8309,4.7,3.6,[0 0 0 2 5],0.2,[2 0 1 0 4],3.1
8334,3.8,4.2,[0 0 2 2 1],0.56,[1 0 0 0 4],2.56
8358,4.0,3.5,[0 0 1 2 1],0.5,[0 1 1 1 1],1.25
8367,3.4,3.6,[0 0 6 2 1],0.47,[0 2 3 1 3],1.36
8372,3.7,4.2,[0 0 2 4 0],0.22,[0 0 1 3 2],0.47
8382,4.2,3.2,[0 1 0 0 3],1.69,[1 0 1 1 1],2.19
8388,3.3,3.0,[2 4 3 1 6],2.21,[3 3 3 5 2],1.75
8422,4.0,3.3,[0 0 1 4 1],0.33,[1 0 1 4 0],1.22
8431,4.0,2.5,[0 0 1 2 1],0.5,[2 0 0 2 0],2.25
8441,3.5,3.3,[1 0 6 2 3],1.25,[2 1 4 1 4],2.06
8450,4.0,5.0,[0 0 0 1 0],0.0,[0 0 0 0 1],0.0
8465,4.7,3.3,[0 0 0 1 2],0.22,[0 0 2 1 0],0.22
8524,3.8,3.2,[0 0 2 1 1],0.69,[0 2 0 1 1],1.69
8570,3.2,3.8,[0 0 3 1 0],0.19,[0 0 1 3 0],0.19
8579,4.0,3.7,[0 0 1 1 1],0.67,[0 0 1 2 0],0.22
8588,4.4,4.0,[0 0 1 1 3],0.64,[0 0 1 3 1],0.4
8660,3.1,3.5,[2 3 6 9 0],0.99,[0 4 7 4 5],1.15
8723,3.5,4.5,[0 0 1 1 0],0.25,[0 0 0 1 1],0.25
8748,3.2,3.7,[ 0  2 13  3  1],0.45,[0 3 4 8 4],0.95
8753,3.7,2.7,[0 0 1 2 0],0.22,[1 1 0 0 1],2.89
8754,3.4,3.7,[0 1 6 1 2],0.84,[0 1 3 4 2],0.81
8757,3.9,3.4,[0 2 3 6 5],0.98,[2 0 5 7 2],1.25
8797,3.5,3.8,[1 2 2 4 3],1.58,[1 0 2 6 3],1.14
8807,4.0,3.8,[0 1 0 1 2],1.5,[0 1 0 2 1],1.19
8815,4.7,3.8,[ 1  0  0  1 14],0.96,[0 2 3 7 4],0.9
8881,3.7,3.7,[0 1 2 2 2],1.06,[0 1 3 0 3],1.35
8883,5.0,4.0,[0 0 0 0 6],0.0,[1 0 0 2 3],2.0
8896,4.0,4.1,[1 0 0 3 3],1.71,[1 0 0 2 4],1.84
8915,3.3,4.0,[0 0 2 1 0],0.22,[0 0 1 1 1],0.67
8945,3.4,3.3,[0 3 2 1 3],1.58,[0 2 3 3 1],0.89
8965,4.0,4.1,[0 0 2 4 2],0.5,[0 0 1 5 2],0.36
8991,4.0,4.0,[0 0 0 1 0],0.0,[0 0 0 1 0],0.0
9008,3.7,3.7,[0 0 1 2 0],0.22,[0 1 0 1 1],1.56
9049,2.8,3.4,[1 1 1 2 0],1.36,[1 0 2 0 2],2.24
9160,3.6,4.4,[0 0 2 3 0],0.24,[0 0 1 1 3],0.64
9172,4.2,3.6,[0 0 1 2 2],0.56,[0 1 2 0 2],1.44
9176,4.0,3.9,[1 0 1 2 4],1.75,[0 1 1 4 2],0.86
9280,3.6,3.5,[0 1 4 4 2],0.78,[2 1 1 3 4],2.25
9296,3.2,2.8,[1 3 0 1 3],2.44,[2 3 0 1 2],2.44
9321,3.2,3.6,[1 8 7 5 5],1.39,[ 2  3  5 10  6],1.4
9326,3.4,2.8,[1 0 1 2 1],1.84,[0 2 2 1 0],0.56
9360,3.5,3.3,[0 1 1 4 0],0.58,[0 2 2 0 2],1.56
9371,2.6,3.6,[2 3 0 2 1],1.98,[0 1 4 0 3],1.23
9375,2.6,3.3,[6 1 0 2 3],3.08,[1 1 5 3 2],1.22
9377,3.6,4.2,[0 1 2 0 2],1.44,[0 0 2 0 3],0.96
9393,3.7,3.6,[0 0 5 3 2],0.61,[0 0 5 4 1],0.44
9399,4.6,3.9,[ 0  0  1  6 12],0.35,[0 0 6 8 5],0.58
9417,2.8,3.4,[2 1 3 1 1],1.69,[0 2 2 3 1],0.98
9424,3.8,3.9,[0 2 1 2 3],1.44,[1 0 0 5 2],1.36
9450,3.5,3.6,[1 0 2 4 1],1.25,[0 0 4 3 1],0.48
9489,3.4,3.4,[0 0 7 4 0],0.23,[0 1 5 5 0],0.41
9507,3.8,3.2,[0 0 2 1 1],0.69,[1 0 1 1 1],2.19
9557,3.0,3.0,[ 1  7 11  1  4],1.17,[1 7 9 6 1],0.87
9561,3.6,3.1,[0 1 4 4 2],0.78,[2 2 3 1 3],2.08
9564,4.5,4.5,[0 0 0 2 2],0.25,[0 0 0 2 2],0.25
9582,4.1,4.0,[0 0 0 8 1],0.1,[0 0 3 3 3],0.67
9597,3.4,3.3,[1 1 6 4 2],1.09,[1 3 4 3 3],1.49
9601,2.7,3.7,[0 1 2 0 0],0.22,[0 0 1 2 0],0.22
9636,4.0,3.8,[0 0 2 1 2],0.8,[0 0 2 2 1],0.56
9660,3.5,3.5,[0 0 8 2 2],0.58,[1 1 2 7 1],1.08
9691,4.1,3.7,[0 0 3 6 4],0.53,[0 1 4 6 2],0.67
9711,4.0,3.8,[0 0 2 1 2],0.8,[0 0 1 4 0],0.16
9724,3.9,3.4,[0 0 4 1 3],0.86,[1 0 4 1 2],1.48
9730,3.3,3.5,[1 2 4 2 3],1.56,[1 1 3 5 2],1.25
9781,3.0,2.8,[1 2 0 2 1],2.0,[2 0 2 1 1],2.14
9801,4.8,3.4,[0 0 0 1 4],0.16,[0 1 1 3 0],0.64
9816,3.8,3.4,[ 0  0  2 10  0],0.14,[0 2 6 1 3],1.08
9824,4.3,3.7,[0 0 0 2 1],0.22,[0 1 0 1 1],1.56
9850,3.7,3.6,[1 1 7 2 7],1.42,[0 2 8 4 4],0.91
9861,3.4,3.7,[0 2 3 7 0],0.58,[2 1 0 5 4],2.06
9911,4.0,3.2,[0 0 1 3 1],0.4,[1 0 2 1 1],1.76
9928,3.9,4.1,[1 0 3 4 5],1.3,[0 1 1 7 4],0.69
9964,4.3,3.8,[0 0 1 7 5],0.37,[0 3 1 5 4],1.25
10007,4.4,3.6,[1 0 0 1 6],1.73,[0 1 3 2 2],0.98
10016,3.7,3.3,[0 1 6 5 3],0.76,[3 1 4 2 5],2.22
10032,4.6,4.0,[0 0 1 2 7],0.44,[0 0 3 4 3],0.6
10114,4.5,4.5,[0 0 0 1 1],0.25,[0 0 0 1 1],0.25
10121,4.3,4.3,[0 0 0 2 1],0.22,[0 0 1 0 2],0.89
10161,4.2,4.3,[1 0 0 4 5],1.36,[0 0 2 3 5],0.61
10192,4.7,3.8,[0 0 1 0 5],0.56,[1 0 1 1 3],2.14
10202,2.9,3.3,[0 3 7 2 0],0.41,[2 2 2 2 4],2.22
10227,4.0,4.2,[0 1 0 1 2],1.5,[0 1 0 0 3],1.69
10230,4.6,4.2,[0 0 0 2 3],0.24,[0 0 1 2 2],0.56
10251,4.1,4.1,[ 0  0  1 12  2],0.2,[0 1 1 9 4],0.6
10268,3.3,3.2,[ 1  0 21 10  1],0.45,[ 4  3 13  8  5],1.38
10273,3.8,3.7,[ 0  1  4 14  2],0.44,[3 2 2 6 8],2.03
10289,4.7,4.3,[0 0 0 1 2],0.22,[0 0 1 0 2],0.89
10308,3.3,3.7,[0 0 2 1 0],0.22,[0 1 0 1 1],1.56
10310,3.5,4.5,[0 1 0 0 1],2.25,[0 0 0 1 1],0.25
10315,5.0,1.0,[0 0 0 0 1],0.0,[1 0 0 0 0],0.0
10337,3.6,3.5,[0 0 5 8 0],0.24,[1 2 3 4 3],1.48
10374,3.9,3.4,[ 0  1 11 17 10],0.64,[ 3  6 10 14  6],1.31
10380,3.3,3.3,[0 0 4 2 0],0.22,[0 1 3 1 1],0.89
10401,3.1,3.6,[1 2 1 3 1],1.61,[1 1 1 2 3],1.98
10470,4.4,3.7,[ 1  0  2  1 10],1.37,[1 0 4 6 3],1.06
10485,3.9,3.3,[0 0 1 6 0],0.12,[1 0 2 4 0],1.06
10493,4.0,3.1,[0 0 2 5 2],0.44,[0 2 4 3 0],0.54
10520,3.8,3.8,[0 0 3 0 2],0.96,[0 0 2 2 1],0.56
10541,3.5,4.0,[0 0 1 1 0],0.25,[0 0 0 2 0],0.0
10547,4.3,3.8,[0 0 0 4 2],0.22,[1 0 1 1 3],2.14
10564,3.9,3.6,[0 0 3 3 2],0.61,[0 2 1 3 2],1.23
10574,4.2,4.5,[0 0 0 3 1],0.19,[0 0 1 0 3],0.75
10577,4.0,4.0,[0 0 2 1 2],0.8,[0 1 1 0 3],1.6
10593,3.9,3.6,[0 1 1 3 2],0.98,[1 0 2 2 2],1.67
10612,3.4,3.1,[1 2 1 2 3],2.02,[1 2 2 3 1],1.43
10616,4.8,4.2,[0 0 0 1 4],0.16,[0 0 2 0 3],0.96
10638,2.9,3.3,[4 1 3 5 1],1.84,[2 2 5 0 5],2.06
10670,3.8,3.0,[0 0 2 1 1],0.69,[0 1 2 1 0],0.5
10679,3.6,3.6,[ 1  2 14 13  7],0.88,[ 2  2 13 11  9],1.15
10728,4.0,2.8,[0 0 1 2 1],0.5,[0 2 1 1 0],0.69
10733,3.1,3.2,[2 0 3 3 1],1.65,[1 1 3 3 1],1.28
10742,3.5,3.2,[0 2 4 7 1],0.68,[2 2 3 5 2],1.6
10772,4.0,4.0,[1 0 0 1 3],2.4,[0 0 2 1 2],0.8
10779,4.7,4.2,[0 0 0 2 4],0.22,[0 0 2 1 3],0.81
10791,3.8,3.4,[0 0 4 4 2],0.56,[1 3 0 3 3],2.04
10805,3.6,3.6,[0 1 5 7 1],0.53,[1 1 5 3 4],1.39
10817,3.8,3.7,[0 0 1 5 0],0.14,[0 1 1 3 1],0.89
10830,3.0,3.1,[1 3 2 1 2],1.78,[0 3 3 2 1],0.99
10832,4.5,4.5,[0 0 0 1 1],0.25,[0 0 0 1 1],0.25
10841,3.7,4.4,[0 0 4 1 2],0.78,[0 0 0 4 3],0.24
10853,3.0,3.7,[0 2 0 0 1],2.0,[0 1 0 1 1],1.56
10870,3.8,3.3,[0 0 1 5 0],0.14,[0 1 3 1 1],0.89
10897,3.5,3.6,[0 3 8 7 3],0.82,[1 2 7 6 5],1.2
10901,4.9,3.7,[ 0  0  0  2 23],0.07,[1 4 4 8 8],1.4
10906,4.0,3.6,[0 0 0 5 0],0.0,[0 2 0 1 2],1.84
10943,4.0,3.9,[ 1  2  3  1 10],1.76,[1 0 4 7 5],1.04
10947,2.7,3.2,[ 6  7 11  3  3],1.42,[5 4 7 8 6],1.83
10954,3.8,3.8,[ 0  0  5 11  2],0.36,[ 1  0  4 10  3],0.84
10971,3.8,3.2,[0 0 1 3 0],0.19,[0 1 1 2 0],0.69
10972,4.0,3.7,[0 0 3 0 3],1.0,[0 1 1 3 1],0.89
10977,3.2,2.9,[0 1 4 3 0],0.44,[1 2 3 1 1],1.36
10981,3.1,3.3,[2 1 1 4 1],1.88,[2 0 2 3 2],2.0
11005,3.6,3.8,[1 1 1 2 3],1.98,[0 2 1 2 3],1.44
11043,4.1,3.7,[ 0  2  6 20 14],0.66,[ 1  3 14 14 10],0.98
11059,3.8,3.8,[0 1 1 8 1],0.51,[0 1 2 6 2],0.69
11070,4.0,3.7,[0 1 0 0 2],2.0,[0 0 2 0 1],0.89
11104,3.7,4.2,[0 0 3 2 1],0.56,[0 0 2 1 3],0.81
11109,4.2,4.2,[0 1 1 0 4],1.47,[0 0 2 1 3],0.81
11122,3.6,3.6,[1 0 1 5 1],1.23,[1 0 2 3 2],1.48
11138,4.5,3.8,[0 0 1 1 4],0.58,[1 0 0 3 2],1.81
11142,4.2,3.0,[0 0 1 1 2],0.69,[1 0 1 2 0],1.5
11144,3.0,3.2,[1 0 1 2 0],1.5,[1 0 1 1 1],2.19
11166,5.0,4.0,[0 0 0 0 1],0.0,[0 0 0 1 0],0.0
11169,3.1,3.4,[2 1 4 4 1],1.41,[1 0 6 3 2],1.08
11186,4.0,3.9,[0 0 1 8 1],0.2,[0 1 1 6 2],0.69
11203,3.9,3.7,[0 0 3 4 2],0.54,[0 2 1 4 2],1.11
11205,2.0,2.7,[1 4 1 0 0],0.33,[1 1 3 1 0],0.89
11215,4.3,3.9,[0 0 2 4 5],0.56,[0 0 4 4 3],0.63
11267,3.7,3.5,[0 1 2 1 2],1.22,[0 1 1 4 0],0.58
11278,3.0,4.0,[1 0 0 0 1],4.0,[0 0 1 0 1],1.0
11310,4.0,4.0,[0 0 4 5 4],0.62,[0 1 3 4 5],0.92
11325,2.7,3.4,[3 3 2 3 1],1.72,[1 1 4 4 2],1.24
11356,3.8,4.0,[0 0 3 6 1],0.36,[0 1 2 3 4],1.0
11376,3.3,2.8,[0 2 4 5 0],0.56,[2 1 5 3 0],1.06
11393,3.0,2.9,[0 2 5 2 0],0.44,[0 5 0 4 0],0.99
11398,3.8,3.5,[0 0 5 6 2],0.49,[1 2 2 6 2],1.33
11409,4.8,3.4,[0 0 0 1 4],0.16,[1 1 0 1 2],2.64
11424,4.2,4.3,[0 0 4 1 6],0.88,[0 0 2 4 5],0.56
11430,4.4,3.8,[ 0  1  1  6 11],0.66,[3 0 1 8 7],1.82
11452,3.6,3.6,[0 1 2 7 0],0.44,[1 1 1 5 2],1.44
11456,3.8,3.5,[0 0 1 3 0],0.19,[0 1 1 1 1],1.25
11462,3.7,3.8,[0 2 5 7 4],0.87,[0 2 5 5 6],1.03
11502,3.3,2.3,[0 1 1 0 1],1.56,[1 0 2 0 0],0.89
11540,3.7,4.0,[1 1 3 4 4],1.44,[0 1 3 4 5],0.92
11547,3.9,3.6,[0 0 1 7 0],0.11,[0 1 2 4 1],0.73
11568,4.0,3.6,[0 0 1 3 1],0.4,[0 0 3 1 1],0.64
11571,3.6,3.3,[0 0 4 6 0],0.24,[1 1 3 4 1],1.21
11583,3.7,4.2,[0 1 3 4 2],0.81,[0 0 3 2 5],0.76
11589,3.1,3.4,[0 1 4 2 0],0.41,[1 0 2 3 1],1.39
11594,3.9,3.3,[ 1  0  1 10  3],0.86,[2 2 5 2 4],1.8
11598,2.9,3.0,[0 3 5 0 1],0.77,[0 3 3 3 0],0.67
11627,3.8,3.6,[0 1 0 3 1],0.96,[0 1 2 0 2],1.44
11656,4.0,4.5,[0 0 1 0 1],1.0,[0 0 0 1 1],0.25
11664,4.3,4.0,[0 0 1 0 2],0.89,[0 0 1 1 1],0.67
11676,3.4,3.4,[0 1 6 3 1],0.6,[0 2 5 2 2],0.96
11701,3.6,3.2,[0 1 1 2 1],1.04,[0 0 4 1 0],0.16
11717,3.5,3.7,[0 0 3 3 0],0.25,[0 2 0 2 2],1.56
11731,3.1,2.8,[1 4 1 5 1],1.41,[4 1 3 2 2],2.19
11734,3.4,3.4,[1 1 7 5 2],0.98,[1 3 3 6 3],1.37
11760,2.7,3.6,[0 2 5 0 0],0.2,[0 1 2 3 1],0.82
11764,3.7,4.0,[0 0 1 2 0],0.22,[0 0 1 1 1],0.67
11787,2.7,3.1,[0 3 6 0 0],0.22,[0 2 4 3 0],0.54
11796,2.9,3.1,[5 6 9 8 2],1.38,[2 8 9 7 4],1.29
11826,3.2,3.3,[0 0 8 2 0],0.16,[0 3 2 4 1],1.01
11857,3.5,2.9,[0 1 4 4 1],0.65,[0 5 2 2 1],1.09
11866,3.4,4.2,[1 2 1 1 3],2.23,[0 0 1 4 3],0.44
11875,4.0,2.9,[0 1 1 3 3],1.0,[2 0 4 1 1],1.61
11942,3.5,3.0,[2 0 0 1 3],3.25,[1 1 2 1 1],1.67
11997,3.3,3.3,[0 0 2 1 0],0.22,[0 1 0 2 0],0.89
12007,4.2,4.0,[0 0 2 1 3],0.81,[0 1 0 3 2],1.0
12035,3.5,4.0,[0 0 2 2 0],0.25,[0 0 1 2 1],0.5
12036,3.4,3.4,[0 1 1 3 0],0.64,[0 1 2 1 1],1.04
12052,3.9,3.2,[0 0 2 6 1],0.32,[2 1 1 3 2],2.17
12119,3.5,3.8,[1 0 1 0 2],2.75,[0 0 1 3 0],0.19
12138,3.0,3.8,[0 2 7 2 0],0.36,[0 1 4 2 4],1.06
12168,4.0,3.8,[0 0 3 6 3],0.5,[0 1 4 4 3],0.85
12207,4.1,3.0,[0 0 2 2 3],0.69,[1 2 2 0 2],2.0
12216,4.0,3.6,[0 1 0 4 2],0.86,[0 1 2 3 1],0.82
12224,3.0,3.8,[0 1 2 1 0],0.5,[0 0 2 1 1],0.69
12234,3.0,3.2,[0 1 6 1 0],0.25,[2 0 2 2 2],2.19
12244,3.1,3.0,[2 1 3 6 0],1.24,[3 0 4 4 1],1.67
12253,3.7,3.1,[0 0 5 9 1],0.33,[1 4 4 5 1],1.13
12254,3.9,3.2,[0 0 4 3 3],0.69,[2 1 2 3 2],1.96
12266,3.2,2.8,[0 0 5 1 0],0.14,[2 0 2 1 1],2.14
12293,4.0,3.0,[0 0 0 1 0],0.0,[0 0 1 0 0],0.0
12315,4.0,3.2,[0 0 0 4 0],0.0,[1 0 0 3 0],1.69
12330,4.1,3.5,[0 1 1 5 4],0.81,[3 0 0 5 3],2.43
12416,4.0,3.7,[0 0 3 0 3],1.0,[0 1 0 5 0],0.56
12449,3.3,3.4,[1 1 4 2 2],1.41,[1 2 2 2 3],1.84
12451,4.3,4.0,[0 0 1 0 2],0.89,[0 0 1 1 1],0.67
12475,3.3,3.0,[0 1 1 0 1],1.56,[0 1 1 1 0],0.67
12477,3.4,3.2,[1 0 4 4 1],1.04,[2 0 3 4 1],1.56
12531,4.8,3.5,[0 0 0 1 3],0.19,[0 0 2 2 0],0.25
12537,4.6,3.9,[0 0 1 2 6],0.47,[0 1 2 3 3],0.99
12559,3.9,3.8,[0 0 3 6 2],0.45,[2 0 1 3 5],2.15
12573,4.2,3.8,[0 0 1 1 2],0.69,[0 1 0 2 1],1.19
12580,2.5,3.5,[1 0 0 1 0],2.25,[0 1 0 0 1],2.25
12582,3.8,4.6,[0 0 2 2 1],0.56,[0 0 1 0 4],0.64
12631,5.0,4.7,[0 0 0 0 7],0.0,[0 0 0 2 5],0.2
12649,3.0,3.6,[1 3 4 3 1],1.17,[0 2 4 3 3],1.08
12650,4.1,3.1,[0 0 1 4 2],0.41,[0 3 1 2 1],1.27
12653,3.5,4.5,[0 0 1 1 0],0.25,[0 0 0 1 1],0.25
12684,3.5,3.4,[0 2 3 8 0],0.56,[1 1 5 4 2],1.16
12708,4.2,3.0,[0 0 0 4 1],0.16,[1 1 1 1 1],2.0
12758,3.5,4.5,[0 0 1 1 0],0.25,[0 0 0 1 1],0.25
12771,3.9,3.3,[1 0 1 2 3],1.84,[0 2 2 2 1],1.06
12795,3.0,2.8,[0 1 2 1 0],0.5,[1 1 1 0 1],2.19
12798,3.3,3.3,[2 0 6 5 2],1.29,[2 2 3 5 3],1.69
12801,3.3,3.8,[1 0 1 4 0],1.22,[0 1 1 2 2],1.14
12804,3.7,3.4,[0 1 1 4 1],0.78,[0 2 1 3 1],1.1
12809,3.2,3.2,[0 1 3 0 1],0.96,[0 2 1 1 1],1.36
12812,3.5,3.4,[ 0  5 15 21  4],0.65,[ 6  5  9 16  9],1.66
12824,2.9,3.4,[0 1 6 0 0],0.12,[0 1 3 2 1],0.82
12876,4.4,3.7,[1 1 0 0 9],1.87,[0 1 3 5 2],0.74
12912,4.2,3.8,[0 0 1 2 2],0.56,[0 1 1 1 2],1.36
12920,3.8,3.4,[0 1 1 5 1],0.69,[1 2 0 3 2],1.98
12986,4.0,3.8,[0 1 2 1 4],1.25,[0 1 3 1 3],1.19
12987,3.2,3.8,[1 2 3 6 0],0.97,[0 0 4 6 2],0.47
13003,3.0,2.7,[0 1 1 1 0],0.67,[1 0 1 1 0],1.56
13004,3.6,4.3,[0 1 3 1 2],1.1,[0 0 1 3 3],0.49
13013,3.4,3.9,[1 2 5 5 3],1.25,[1 0 4 5 6],1.18
13017,3.6,3.2,[0 0 7 3 2],0.58,[3 1 2 2 4],2.52
13058,3.4,3.6,[0 0 3 2 0],0.24,[0 0 2 3 0],0.24
13061,3.0,4.2,[1 0 4 0 1],1.33,[0 0 1 3 2],0.47
